-83.37680690891141,33.95736108562451
-83.37524503960428,33.95769246523378
-83.37429532066638,33.95792042439074
-83.37277633958307,33.95824278742322
-83.37652621426425,33.95297182480175
-83.37462238689045,33.95284302819142
-83.37280474652302,33.95292592538414
-83.37150791713169,33.95302801678233
-83.37649016992125,33.95533187253112
-83.37154024650827,33.95233422590402
-83.37810977474675,33.94746065776463
-83.37646422013626,33.94756505145082
-83.37114602726811,33.94543742578094
-83.37926232786712,33.94491252745787
-83.37810558277172,33.94370923805408
-83.3757818871802,33.94197918098156
-83.37174652434969,33.9409111101839
-83.37102839314907,33.94200905570757
-83.37695017422809,33.95129242560063
-83.37725679001441,33.95028764920423
-83.37360275690804,33.93541331696246
-83.37615866189475,33.93515987922284
-83.37047736199348,33.93472527281344
-83.36870533031421,33.93410953022978
-83.36595925131996,33.93267115712671
-83.36431867997726,33.93199042909112
